geneID,geneID,hamming
Cd82,Cd82,2.5555555555555554
Epha5,Epha5,0.8625
Slc8a1,Slc8a1,0.25824175824175827
Kitl,Kitl,0.8372093023255814
Rcn1,Rcn1,1.5333333333333334
Tubb2a,Tubb2a,0.15730337078651685
Akap11,Akap11,0.7285714285714285
Scgb1c1,Scgb1c1,4.333333333333333
Ttc3,Ttc3,1.0714285714285714
Hspa2,Hspa2,0.96
Apold1,Apold1,1.6363636363636365
Foxd3,Foxd3,2.2
Usp46,Usp46,1.6458333333333333
Gpm6a,Gpm6a,0.2916666666666667
Ppp2r1a,Ppp2r1a,0.21764705882352942
Kcna4,Kcna4,1.4
Thsd4,Thsd4,2.2
Aqp1,Aqp1,1.9090909090909092
Slc1a5,Slc1a5,3.0
Cxcr4,Cxcr4,3.0
Aldh2,Aldh2,1.5
Cnn3,Cnn3,0.32051282051282054
Rab3b,Rab3b,0.972972972972973
Gpx6,Gpx6,2.5555555555555554
Omp,Omp,0.3804347826086957
Nmb,Nmb,0.8452380952380952
Nid1,Nid1,4.333333333333333
Dcn,Dcn,1.4642857142857142
Spon1,Spon1,0.22164948453608246
Chl1,Chl1,1.6923076923076923
Nsg2,Nsg2,0.16666666666666666
Cnga2,Cnga2,1.6666666666666667
Nfia,Nfia,0.18947368421052632
Cpe,Cpe,0.5576923076923077
Bsg,Bsg,0.43333333333333335
Fam217a,Fam217a,2.5555555555555554
Sep15,Sep15,0.24175824175824176
Tnfrsf19,Tnfrsf19,2.1363636363636362
Bpifa1,Bpifa1,2.5555555555555554
Hes5,Hes5,0.7291666666666666
Wipf3,Wipf3,0.18125
Fmo1,Fmo1,1.3333333333333333
Pde5a,Pde5a,1.9615384615384615
Negr1,Negr1,0.3223684210526316
Arpc1b,Arpc1b,1.1388888888888888
Tspan15,Tspan15,1.4642857142857142
Fam163b,Fam163b,0.23809523809523808
Tpt1,Tpt1,0.3020833333333333
Zdhhc2,Zdhhc2,1.3333333333333333
Cav1,Cav1,1.105263157894737
Dhh,Dhh,3.5714285714285716
Matn4,Matn4,5.4
Ncdn,Ncdn,0.16666666666666666
Tax1bp3,Tax1bp3,4.333333333333333
Gria2,Gria2,0.24157303370786518
Scg2,Scg2,0.625
Dock7,Dock7,1.21875
Cacnb2,Cacnb2,3.5714285714285716
Tshz2,Tshz2,2.9375
Efemp1,Efemp1,3.5714285714285716
Vat1l,Vat1l,5.4
Scd2,Scd2,0.1388888888888889
Yap1,Yap1,3.0
Sox11,Sox11,0.22033898305084745
Cacnb3,Cacnb3,0.30303030303030304
Ano3,Ano3,4.333333333333333
Epha4,Epha4,1.8125
Col12a1,Col12a1,1.3333333333333333
Basp1,Basp1,0.23529411764705882
Fam102a,Fam102a,1.3125
Gpc6,Gpc6,2.5555555555555554
Ntn1,Ntn1,2.5555555555555554
Serpina3n,Serpina3n,3.5714285714285716
A830018L16Rik,A830018L16Rik,1.5555555555555556
Itga7,Itga7,2.2
Camta1,Camta1,0.4166666666666667
Megf10,Megf10,1.5357142857142858
Plscr2,Plscr2,3.0
Mrc1,Mrc1,3.5714285714285716
Fgf12,Fgf12,0.7
Cd9,Cd9,1.3666666666666667
Cyp39a1,Cyp39a1,2.5555555555555554
Ndrg4,Ndrg4,0.18085106382978725
Phldb2,Phldb2,3.0
Cybrd1,Cybrd1,4.333333333333333
Clca1,Clca1,1.3333333333333333
Col1a1,Col1a1,2.5555555555555554
Alx3,Alx3,4.333333333333333
Chd3,Chd3,1.3333333333333333
Ppm1e,Ppm1e,0.29120879120879123
Heyl,Heyl,5.4
Tyro3,Tyro3,2.2
Kcnip1,Kcnip1,0.2980769230769231
Gabra5,Gabra5,0.189873417721519
Hap1,Hap1,0.32575757575757575
Egfl8,Egfl8,2.5555555555555554
Gnrh1,Gnrh1,3.0
Bpifb9b,Bpifb9b,1.0833333333333333
Pak1,Pak1,0.8636363636363636
Cyp2f2,Cyp2f2,2.5555555555555554
Vstm4,Vstm4,2.2
Lama4,Lama4,3.5714285714285716
Wls,Wls,1.3666666666666667
Shisa2,Shisa2,0.20454545454545456
Mboat2,Mboat2,0.8809523809523809
Tuba1a,Tuba1a,0.19594594594594594
Aldoa,Aldoa,0.6727272727272727
Lrrc40,Lrrc40,0.29213483146067415
Abca8a,Abca8a,3.0
Fgfbp1,Fgfbp1,3.5714285714285716
Spata13,Spata13,2.2
Sfrp5,Sfrp5,2.5555555555555554
Eomes,Eomes,1.6538461538461537
Serpinf1,Serpinf1,1.9090909090909092
Slc9a3r1,Slc9a3r1,0.532258064516129
Cdk5r1,Cdk5r1,0.73
Ipcef1,Ipcef1,3.5714285714285716
Luzp2,Luzp2,1.3
Igfbp4,Igfbp4,0.6458333333333334
Plekha4,Plekha4,2.5555555555555554
Mrc2,Mrc2,3.0
Vamp2,Vamp2,0.5348837209302325
2310022B05Rik,2310022B05Rik,0.3142857142857143
Serpinh1,Serpinh1,1.1764705882352942
Ifi27l1,Ifi27l1,0.6851851851851852
Gjb2,Gjb2,2.5555555555555554
Kcna2,Kcna2,0.13709677419354838
Ccnd2,Ccnd2,0.5740740740740741
Plscr4,Plscr4,3.5714285714285716
Sec14l3,Sec14l3,3.0
Lrrc58,Lrrc58,0.15555555555555556
Mxra7,Mxra7,4.333333333333333
Wnt6,Wnt6,3.5714285714285716
Sh3pxd2b,Sh3pxd2b,2.2
Afap1l2,Afap1l2,2.5555555555555554
Tnxb,Tnxb,5.4
Dpysl5,Dpysl5,0.55
Bnc2,Bnc2,3.0
Atp1b1,Atp1b1,0.4057971014492754
Cdr1,Cdr1,0.7674418604651163
Dynll1,Dynll1,0.20833333333333334
Plce1,Plce1,3.0
Kctd14,Kctd14,2.2
Clu,Clu,0.7261904761904762
Tspyl4,Tspyl4,1.1578947368421053
Ces1d,Ces1d,1.9090909090909092
Kcnh3,Kcnh3,1.35
Gnai1,Gnai1,0.21739130434782608
Pde1c,Pde1c,2.409090909090909
Fbln2,Fbln2,3.5714285714285716
Ltbp2,Ltbp2,1.9090909090909092
Snx18,Snx18,1.6785714285714286
Tlr3,Tlr3,3.0
Postn,Postn,3.0
Npy,Npy,0.19642857142857142
Tagln,Tagln,3.0
5730403I07Rik,5730403I07Rik,3.5714285714285716
Angptl4,Angptl4,3.0
Trhr,Trhr,4.333333333333333
