geneID,geneID,hamming
HM13,HM13,2.2
THBS1,THBS1,2.3
RPL21,RPL21,0.34210526315789475
MIEN1,MIEN1,1.2222222222222223
ZFP36,ZFP36,2.1923076923076925
MIDN,MIDN,1.25
EEF1D,EEF1D,1.9166666666666667
TUBA1A,TUBA1A,1.75
RPS4X,RPS4X,0.35106382978723405
LRRC26,LRRC26,1.5714285714285714
CD63,CD63,0.3031496062992126
RPL3,RPL3,0.30434782608695654
SRSF6,SRSF6,2.3
FXYD3,FXYD3,0.8703703703703703
APOD,APOD,1.621212121212121
ROMO1,ROMO1,0.17518248175182483
NDUFA4,NDUFA4,1.9285714285714286
CALR,CALR,2.466666666666667
SLC9A3R1,SLC9A3R1,2.3
RPS27,RPS27,0.3228346456692913
STARD3,STARD3,1.7857142857142858
XBP1,XBP1,0.31679389312977096
RPLP0,RPLP0,1.5
C12orf57,C12orf57,2.272727272727273
ATP6AP1,ATP6AP1,3.2916666666666665
HLA-DRA,HLA-DRA,2.4285714285714284
MALAT1,MALAT1,0.7777777777777778
DCN,DCN,0.82
CFL1,CFL1,1.5789473684210527
RPL30,RPL30,1.197674418604651
SNX17,SNX17,2.3
C1R,C1R,2.125
NACA,NACA,2.3
HADHA,HADHA,2.2
SLC25A6,SLC25A6,2.5869565217391304
EIF5A,EIF5A,0.15925925925925927
GUK1,GUK1,2.1153846153846154
SCAND1,SCAND1,0.27165354330708663
EDF1,EDF1,0.3107142857142857
CD74,CD74,1.0535714285714286
ACTG1,ACTG1,0.24803149606299213
SERPINA3,SERPINA3,1.2142857142857142
STARD10,STARD10,0.3382352941176471
PPIA,PPIA,1.6875
RPS11,RPS11,0.36324786324786323
PFN1,PFN1,0.30303030303030304
RPL19,RPL19,0.35546875
PSMD3,PSMD3,0.4017857142857143
NDUFA13,NDUFA13,1.85
SEPW1,SEPW1,2.2
TPT1,TPT1,0.84
NENF,NENF,2.625
AZGP1,AZGP1,1.53125
RPS8,RPS8,2.4545454545454546
RPL38,RPL38,2.066666666666667
RHOC,RHOC,2.0555555555555554
HCFC1R1,HCFC1R1,1.6666666666666667
